time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,uv_index,city,severity_score,aqi_category,risk_flag,hour
2025-12-21 10:00:00,102.4,99.9,1378.0,40.5,229.0,79.1,0.7,Delhi,4728.1,Moderate,High Risk,10
2025-12-21 11:00:00,113.2,110.8,1677.0,66.9,186.0,85.3,0.15,Delhi,5414.4,Unhealthy,High Risk,11
2025-12-21 12:00:00,150.4,148.1,1897.0,86.2,154.0,89.6,0.0,Delhi,6150.9,Unhealthy,High Risk,12
2025-12-17 00:00:00,80.8,74.5,505.0,11.8,116.0,23.2,0.0,Hyderabad,2112.9,Moderate,High Risk,0
2025-12-17 01:00:00,86.4,79.6,780.0,18.9,111.0,24.9,0.0,Hyderabad,2725.4,Moderate,High Risk,1
2025-12-17 02:00:00,99.0,92.2,1154.0,28.4,104.0,26.9,0.35,Hyderabad,3599.2,Moderate,High Risk,2
2025-12-17 03:00:00,86.1,81.7,1337.0,32.4,105.0,27.2,1.5,Hyderabad,3894.2,Moderate,High Risk,3
2025-12-17 04:00:00,71.5,65.4,1141.0,25.4,122.0,24.4,3.35,Hyderabad,3388.7,Moderate,High Risk,4
2025-12-17 05:00:00,62.6,56.0,754.0,12.8,148.0,20.0,5.4,Hyderabad,2551.0,Moderate,High Risk,5
2025-12-17 06:00:00,57.5,50.8,459.0,3.4,167.0,16.6,6.75,Hyderabad,1925.5,Moderate,High Risk,6
2025-12-17 07:00:00,53.8,47.3,372.0,0.7,174.0,15.3,6.8,Hyderabad,1727.9,Good,High Risk,7
2025-12-17 08:00:00,51.3,45.3,377.0,1.1,174.0,15.0,5.55,Hyderabad,1720.8,Good,High Risk,8
2025-12-17 09:00:00,49.9,44.4,400.0,2.8,170.0,15.1,3.55,Hyderabad,1753.3,Good,High Risk,9
2025-12-17 10:00:00,49.9,44.7,425.0,5.6,161.0,15.2,1.65,Hyderabad,1789.4,Good,High Risk,10
2025-12-17 11:00:00,51.0,46.2,468.0,9.8,147.0,15.7,0.45,Hyderabad,1863.0,Good,High Risk,11
2025-12-17 12:00:00,55.8,51.9,513.0,14.2,133.0,16.8,0.0,Hyderabad,1975.9,Moderate,High Risk,12
2025-12-17 13:00:00,64.0,60.1,556.0,19.2,119.0,18.6,0.0,Hyderabad,2112.7,Moderate,High Risk,13
2025-12-17 14:00:00,70.3,66.4,601.0,24.4,105.0,21.0,0.0,Hyderabad,2241.5,Moderate,High Risk,14
2025-12-17 15:00:00,76.4,71.9,637.0,27.9,96.0,23.5,0.0,Hyderabad,2356.3,Moderate,High Risk,15
2025-12-17 16:00:00,82.7,77.5,668.0,28.7,95.0,26.1,0.0,Hyderabad,2475.8,Moderate,High Risk,16
2025-12-17 17:00:00,88.7,82.9,690.0,27.7,100.0,28.9,0.0,Hyderabad,2587.0,Moderate,High Risk,17
2025-12-17 18:00:00,92.9,86.8,686.0,25.8,105.0,31.5,0.0,Hyderabad,2628.9,Moderate,High Risk,18
2025-12-17 19:00:00,95.2,88.5,634.0,22.8,111.0,33.9,0.0,Hyderabad,2555.9,Moderate,High Risk,19
2025-12-17 20:00:00,97.3,90.3,556.0,18.9,117.0,36.2,0.0,Hyderabad,2426.8,Moderate,High Risk,20
2025-12-17 21:00:00,98.7,91.3,502.0,15.6,122.0,38.3,0.0,Hyderabad,2338.2,Moderate,High Risk,21
2025-12-17 22:00:00,99.0,91.3,475.0,13.1,124.0,40.2,0.0,Hyderabad,2288.7,Moderate,High Risk,22
2025-12-17 23:00:00,98.3,90.6,473.0,11.2,125.0,42.0,0.0,Hyderabad,2281.7,Moderate,High Risk,23
2025-12-18 00:00:00,97.3,89.6,540.0,11.0,124.0,43.1,0.0,Hyderabad,2408.3,Moderate,High Risk,0
2025-12-18 01:00:00,98.0,90.6,768.0,14.4,120.0,44.1,0.0,Hyderabad,2877.0,Moderate,High Risk,1
2025-12-18 02:00:00,97.8,91.3,1066.0,19.5,115.0,44.4,0.35,Hyderabad,3482.5,Moderate,High Risk,2
2025-12-18 03:00:00,84.3,80.6,1201.0,21.6,116.0,42.5,1.45,Hyderabad,3662.3,Moderate,High Risk,3
2025-12-18 04:00:00,72.2,68.9,1019.0,17.4,129.0,36.6,3.35,Hyderabad,3202.1,Moderate,High Risk,4
2025-12-18 05:00:00,50.4,47.8,675.0,10.2,149.0,28.5,5.45,Hyderabad,2342.0,Good,High Risk,5
2025-12-18 06:00:00,38.2,36.1,404.0,4.7,162.0,21.5,6.8,Hyderabad,1693.9,Good,High Risk,6
2025-12-18 07:00:00,31.4,29.8,300.0,2.5,164.0,16.9,6.95,Hyderabad,1412.8,Good,High Risk,7
2025-12-18 08:00:00,26.6,25.1,270.0,2.0,159.0,13.4,5.75,Hyderabad,1283.9,Good,High Risk,8
2025-12-18 09:00:00,23.3,22.0,269.0,2.8,151.0,11.1,3.75,Hyderabad,1226.5,Good,High Risk,9
2025-12-18 10:00:00,21.3,20.1,288.0,5.0,140.0,9.8,1.8,Hyderabad,1219.6,Good,High Risk,10
2025-12-18 11:00:00,20.3,19.2,337.0,8.5,125.0,9.6,0.5,Hyderabad,1278.3,Good,High Risk,11
2025-12-18 12:00:00,23.1,22.2,395.0,13.4,110.0,10.5,0.0,Hyderabad,1395.9,Good,High Risk,12
2025-12-18 13:00:00,28.9,27.9,468.0,20.9,94.0,12.9,0.0,Hyderabad,1579.4,Good,High Risk,13
2025-12-18 14:00:00,33.6,32.7,551.0,29.8,77.0,16.4,0.0,Hyderabad,1782.1,Good,High Risk,14
2025-12-18 15:00:00,37.6,36.6,608.0,36.2,65.0,19.6,0.0,Hyderabad,1930.0,Good,High Risk,15
2025-12-18 16:00:00,41.1,40.2,629.0,38.6,60.0,22.5,0.0,Hyderabad,2006.7,Good,High Risk,16
2025-12-18 17:00:00,44.1,43.1,624.0,38.5,59.0,25.3,0.0,Hyderabad,2028.0,Good,High Risk,17
2025-12-18 18:00:00,44.9,43.8,590.0,36.3,60.0,26.6,0.0,Hyderabad,1965.3,Good,High Risk,18
2025-12-18 19:00:00,42.3,41.0,506.0,31.1,63.0,25.7,0.0,Hyderabad,1760.1,Good,High Risk,19
2025-12-18 20:00:00,38.8,37.5,394.0,23.7,68.0,23.4,0.0,Hyderabad,1484.3,Good,High Risk,20
2025-12-18 21:00:00,34.3,32.9,315.0,17.7,72.0,21.2,0.0,Hyderabad,1269.0,Good,High Risk,21
2025-12-18 22:00:00,29.3,27.8,275.0,13.9,73.0,19.4,0.0,Hyderabad,1129.1,Good,High Risk,22
2025-12-18 23:00:00,25.5,24.0,268.0,11.5,73.0,17.7,0.0,Hyderabad,1068.3,Good,High Risk,23
2025-12-19 00:00:00,23.6,22.1,337.0,10.8,72.0,16.9,0.0,Hyderabad,1182.1,Good,High Risk,0
2025-12-19 01:00:00,24.8,23.1,578.0,13.7,68.0,17.9,0.0,Hyderabad,1676.3,Good,High Risk,1
2025-12-19 02:00:00,28.5,26.6,896.0,18.4,63.0,19.9,0.35,Hyderabad,2352.7,Good,High Risk,2
2025-12-19 03:00:00,25.6,24.0,1048.0,20.3,66.0,20.6,1.5,Hyderabad,2654.4,Good,High Risk,3
2025-12-19 04:00:00,22.7,20.4,868.0,16.4,84.0,18.8,3.4,Hyderabad,2298.9,Good,High Risk,4
2025-12-19 05:00:00,21.1,18.0,522.0,9.6,111.0,15.9,5.45,Hyderabad,1632.3,Good,High Risk,5
2025-12-19 06:00:00,19.5,16.6,263.0,4.4,131.0,13.3,6.8,Hyderabad,1131.3,Good,High Risk,6
2025-12-19 07:00:00,18.9,16.1,200.0,2.4,140.0,11.7,6.9,Hyderabad,1013.5999999999999,Good,High Risk,7
2025-12-19 08:00:00,18.6,15.9,224.0,2.0,143.0,10.6,5.7,Hyderabad,1062.7,Good,High Risk,8
2025-12-19 09:00:00,18.7,16.1,263.0,2.7,141.0,9.9,3.75,Hyderabad,1136.0,Good,High Risk,9
2025-12-19 10:00:00,18.9,16.3,295.0,4.3,135.0,9.5,1.75,Hyderabad,1188.4,Good,High Risk,10
2025-12-19 11:00:00,19.2,16.7,342.0,7.1,124.0,9.5,0.5,Hyderabad,1263.5,Good,High Risk,11
2025-12-19 12:00:00,21.7,19.6,395.0,11.5,112.0,10.5,0.0,Hyderabad,1377.1,Good,High Risk,12
2025-12-19 13:00:00,28.4,26.3,460.0,18.8,97.0,12.8,0.0,Hyderabad,1554.1,Good,High Risk,13
2025-12-19 14:00:00,34.1,31.9,532.0,27.7,80.0,16.1,0.0,Hyderabad,1741.0,Good,High Risk,14
2025-12-19 15:00:00,39.0,36.6,586.0,34.7,67.0,19.3,0.0,Hyderabad,1889.0,Good,High Risk,15
2025-12-19 16:00:00,44.0,41.4,619.0,38.5,60.0,22.4,0.0,Hyderabad,2000.6,Good,High Risk,16
2025-12-19 17:00:00,50.1,47.3,633.0,40.2,57.0,25.5,0.0,Hyderabad,2086.6,Good,High Risk,17
2025-12-19 18:00:00,54.2,51.3,612.0,40.2,56.0,27.7,0.0,Hyderabad,2082.7,Moderate,High Risk,18
2025-12-19 19:00:00,55.9,52.9,526.0,37.7,56.0,28.6,0.0,Hyderabad,1917.4,Moderate,High Risk,19
2025-12-19 20:00:00,57.2,54.1,404.0,33.4,58.0,28.6,0.0,Hyderabad,1672.1,Moderate,High Risk,20
2025-12-19 21:00:00,58.0,54.8,319.0,29.2,59.0,28.0,0.0,Hyderabad,1491.8,Moderate,High Risk,21
2025-12-19 22:00:00,57.0,53.9,277.0,25.1,59.0,26.3,0.0,Hyderabad,1377.1,Moderate,High Risk,22
2025-12-19 23:00:00,54.6,51.5,271.0,21.0,58.0,24.0,0.0,Hyderabad,1317.3,Moderate,High Risk,23
2025-12-20 00:00:00,51.9,48.8,362.0,18.8,58.0,22.4,0.0,Hyderabad,1462.5,Good,High Risk,0
2025-12-20 01:00:00,52.0,48.9,668.0,20.7,56.0,22.4,0.0,Hyderabad,2076.9,Good,High Risk,1
2025-12-20 02:00:00,55.9,52.7,1071.0,24.5,56.0,23.0,0.35,Hyderabad,2931.2,Moderate,High Risk,2
2025-12-20 03:00:00,44.6,42.6,1267.0,25.3,64.0,23.1,1.45,Hyderabad,3266.4,Good,High Risk,3
2025-12-20 04:00:00,32.8,30.3,1054.0,19.7,91.0,21.9,3.3,Hyderabad,2797.3,Good,High Risk,4
2025-12-20 05:00:00,28.0,24.9,634.0,11.1,126.0,20.1,5.3,Hyderabad,1979.3,Good,High Risk,5
2025-12-20 06:00:00,27.0,23.9,320.0,4.6,154.0,18.2,6.6,Hyderabad,1393.7,Good,High Risk,6
2025-12-20 07:00:00,26.4,23.5,244.0,2.2,166.0,16.3,6.7,Hyderabad,1256.7,Good,High Risk,7
2025-12-20 08:00:00,25.9,23.2,273.0,2.0,170.0,14.3,5.55,Hyderabad,1314.9,Good,High Risk,8
2025-12-20 09:00:00,25.6,23.1,316.0,2.9,169.0,12.9,3.6,Hyderabad,1394.5,Good,High Risk,9
2025-12-20 10:00:00,25.4,23.1,346.0,4.7,162.0,12.1,1.7,Hyderabad,1436.9,Good,High Risk,10
2025-12-20 11:00:00,25.6,23.4,389.0,7.7,148.0,11.8,0.45,Hyderabad,1493.8,Good,High Risk,11
2025-12-20 12:00:00,28.2,26.5,435.0,11.5,134.0,12.2,0.0,Hyderabad,1583.9,Good,High Risk,12
2025-12-20 13:00:00,34.2,32.5,481.0,17.1,117.0,13.6,0.0,Hyderabad,1700.9,Good,High Risk,13
2025-12-20 14:00:00,38.2,36.4,528.0,23.5,99.0,15.6,0.0,Hyderabad,1806.0,Good,High Risk,14
2025-12-20 15:00:00,40.7,39.0,572.0,28.2,86.0,17.7,0.0,Hyderabad,1902.7,Good,High Risk,15
2025-12-20 16:00:00,43.8,41.8,623.0,29.9,83.0,19.7,0.0,Hyderabad,2033.8,Good,High Risk,16
2025-12-20 17:00:00,47.3,45.2,670.0,29.9,85.0,21.6,0.0,Hyderabad,2168.9,Good,High Risk,17
2025-12-20 18:00:00,50.3,48.1,677.0,29.0,87.0,23.3,0.0,Hyderabad,2215.6,Good,High Risk,18
2025-12-20 19:00:00,52.2,49.8,610.0,27.4,88.0,24.4,0.0,Hyderabad,2096.8,Good,High Risk,19
2025-12-20 20:00:00,54.5,52.0,503.0,25.0,89.0,25.2,0.0,Hyderabad,1897.3,Moderate,High Risk,20
2025-12-20 21:00:00,56.3,53.9,425.0,22.5,90.0,26.1,0.0,Hyderabad,1752.8,Moderate,High Risk,21
2025-12-20 22:00:00,57.0,54.5,407.0,19.5,93.0,27.2,0.0,Hyderabad,1723.3,Moderate,High Risk,22
2025-12-20 23:00:00,56.6,54.0,417.0,16.5,96.0,28.5,0.0,Hyderabad,1741.8,Moderate,High Risk,23
2025-12-21 00:00:00,56.1,53.7,461.5,15.5,98.0,29.5,0.0,Hyderabad,1833.8,Moderate,High Risk,0
2025-12-21 01:00:00,58.7,56.1,519.0,19.1,96.0,30.9,0.0,Hyderabad,1982.6,Moderate,High Risk,1
2025-12-21 02:00:00,65.4,62.9,616.8,24.8,93.0,32.1,0.3,Hyderabad,2250.9,Moderate,High Risk,2
2025-12-21 03:00:00,52.2,50.5,701.0,26.6,97.0,31.3,1.4,Hyderabad,2333.7,Moderate,High Risk,3
2025-12-21 04:00:00,39.2,37.3,622.0,20.5,115.0,26.8,3.15,Hyderabad,2082.3,Good,High Risk,4
2025-12-21 05:00:00,32.8,30.9,495.0,10.4,141.0,20.3,5.1,Hyderabad,1788.7,Good,High Risk,5
2025-12-21 06:00:00,31.4,29.5,400.0,3.0,160.0,15.5,6.4,Hyderabad,1595.7,Good,High Risk,6
2025-12-21 07:00:00,31.5,29.7,373.0,0.8,168.0,13.9,6.5,Hyderabad,1551.8,Good,High Risk,7
2025-12-21 08:00:00,31.8,29.9,378.0,1.1,169.0,14.0,5.4,Hyderabad,1568.3,Good,High Risk,8
2025-12-21 09:00:00,32.2,30.5,393.0,2.4,167.0,14.2,3.55,Hyderabad,1602.5,Good,High Risk,9
2025-12-21 10:00:00,32.6,31.0,415.0,4.7,159.0,14.2,1.65,Hyderabad,1635.4,Good,High Risk,10
2025-12-21 11:00:00,33.6,32.0,446.0,8.0,147.0,14.4,0.45,Hyderabad,1683.4,Good,High Risk,11
2025-12-21 12:00:00,37.0,35.6,468.0,10.4,138.0,14.6,0.0,Hyderabad,1739.0,Good,High Risk,12
2025-12-17 00:00:00,183.5,178.8,983.0,46.2,31.0,37.9,0.0,Kolkata,3839.8999999999996,Unhealthy,High Risk,0
2025-12-17 01:00:00,177.9,174.2,1142.0,40.9,44.0,35.2,0.05,Kolkata,4125.1,Unhealthy,High Risk,1
2025-12-17 02:00:00,163.9,161.1,1374.0,36.1,62.0,33.3,0.5,Kolkata,4508.8,Unhealthy,High Risk,2
2025-12-17 03:00:00,151.8,149.0,1457.0,30.3,87.0,32.2,1.4,Kolkata,4625.4,Unhealthy,High Risk,3
2025-12-17 04:00:00,138.3,134.6,1236.0,22.1,126.0,32.2,2.6,Kolkata,4155.1,Unhealthy,High Risk,4
2025-12-17 05:00:00,117.1,111.8,866.0,13.0,172.0,32.9,3.55,Kolkata,3341.8999999999996,Unhealthy,High Risk,5
2025-12-17 06:00:00,94.3,87.5,587.0,6.4,205.0,33.1,3.9,Kolkata,2667.4,Moderate,High Risk,6
2025-12-17 07:00:00,94.8,86.1,496.0,3.3,219.0,31.8,3.45,Kolkata,2504.3,Moderate,High Risk,7
2025-12-17 08:00:00,96.2,87.5,495.0,2.6,221.0,30.0,2.35,Kolkata,2509.5,Moderate,High Risk,8
2025-12-17 09:00:00,97.3,88.7,537.0,4.8,213.0,29.0,1.2,Kolkata,2583.6,Moderate,High Risk,9
2025-12-17 10:00:00,98.0,90.1,635.0,11.2,193.0,29.3,0.4,Kolkata,2755.5,Moderate,High Risk,10
2025-12-17 11:00:00,106.2,99.9,775.0,20.3,164.0,30.5,0.05,Kolkata,3063.3,Moderate,High Risk,11
2025-12-17 12:00:00,126.2,120.1,865.0,28.4,137.0,32.0,0.0,Kolkata,3361.7,Unhealthy,High Risk,12
2025-12-17 13:00:00,141.1,135.0,855.0,34.2,114.0,34.3,0.0,Kolkata,3424.3,Unhealthy,High Risk,13
2025-12-17 14:00:00,149.9,143.9,796.0,38.8,94.0,37.1,0.0,Kolkata,3346.8,Unhealthy,High Risk,14
2025-12-17 15:00:00,155.5,149.9,747.0,41.9,77.0,38.7,0.0,Kolkata,3263.3999999999996,Unhealthy,High Risk,15
2025-12-17 16:00:00,161.1,155.5,731.0,43.1,66.0,38.5,0.0,Kolkata,3247.2,Unhealthy,High Risk,16
2025-12-17 17:00:00,163.4,157.9,726.0,42.7,59.0,37.2,0.0,Kolkata,3228.3,Unhealthy,High Risk,17
2025-12-17 18:00:00,160.2,155.1,720.0,41.1,55.0,35.3,0.0,Kolkata,3166.7,Unhealthy,High Risk,18
2025-12-17 19:00:00,156.5,151.8,701.0,37.6,53.0,32.7,0.0,Kolkata,3070.7,Unhealthy,High Risk,19
2025-12-17 20:00:00,151.8,147.6,682.0,32.9,53.0,29.6,0.0,Kolkata,2966.4,Unhealthy,High Risk,20
2025-12-17 21:00:00,147.1,143.0,690.0,28.9,53.0,27.0,0.0,Kolkata,2918.8999999999996,Unhealthy,High Risk,21
2025-12-17 22:00:00,142.0,138.8,746.0,26.6,50.0,25.3,0.0,Kolkata,2969.6000000000004,Unhealthy,High Risk,22
2025-12-17 23:00:00,137.8,134.6,828.0,25.1,48.0,24.2,0.0,Kolkata,3083.6000000000004,Unhealthy,High Risk,23
2025-12-18 00:00:00,135.0,132.2,904.0,23.9,50.0,24.0,0.0,Kolkata,3215.6,Unhealthy,High Risk,0
2025-12-18 01:00:00,136.4,134.1,983.0,23.6,59.0,25.6,0.1,Kolkata,3419.5,Unhealthy,High Risk,1
2025-12-18 02:00:00,131.3,129.5,1054.0,23.6,74.0,28.0,0.6,Kolkata,3577.8,Unhealthy,High Risk,2
2025-12-18 03:00:00,123.4,122.0,1053.0,22.0,94.0,28.5,1.7,Kolkata,3570.2,Unhealthy,High Risk,3
2025-12-18 04:00:00,108.5,106.4,918.0,17.1,126.0,25.4,3.15,Kolkata,3241.5,Unhealthy,High Risk,4
2025-12-18 05:00:00,79.2,76.6,712.0,10.5,164.0,20.5,4.4,Kolkata,2660.6,Moderate,High Risk,5
2025-12-18 06:00:00,48.0,44.9,553.0,5.6,191.0,16.4,4.85,Kolkata,2135.5,Good,High Risk,6
2025-12-18 07:00:00,39.0,35.5,470.0,2.8,202.0,13.8,4.25,Kolkata,1906.9,Good,High Risk,7
2025-12-18 08:00:00,37.3,33.6,436.0,1.7,203.0,12.1,2.9,Kolkata,1816.1,Good,High Risk,8
2025-12-18 09:00:00,36.7,33.2,485.0,4.2,196.0,12.0,1.5,Kolkata,1898.9,Good,High Risk,9
2025-12-18 10:00:00,36.7,33.4,689.0,12.3,178.0,13.9,0.45,Kolkata,2293.9,Good,High Risk,10
2025-12-18 11:00:00,49.4,46.8,977.0,23.9,152.0,17.5,0.05,Kolkata,2957.8,Good,High Risk,11
2025-12-18 12:00:00,73.3,70.8,1171.0,35.0,126.0,22.0,0.0,Kolkata,3521.9,Moderate,High Risk,12
2025-12-18 13:00:00,92.4,90.1,1170.0,45.1,103.0,28.5,0.0,Kolkata,3671.1,Moderate,High Risk,13
2025-12-18 14:00:00,105.9,103.6,1076.0,54.7,80.0,35.9,0.0,Kolkata,3590.1,Unhealthy,High Risk,14
2025-12-18 15:00:00,116.2,113.4,1016.0,60.6,63.0,40.9,0.0,Kolkata,3542.6,Unhealthy,High Risk,15
2025-12-18 16:00:00,119.7,116.4,1058.0,61.1,55.0,41.7,0.0,Kolkata,3633.3,Unhealthy,High Risk,16
2025-12-18 17:00:00,118.0,114.3,1134.0,58.0,53.0,39.9,0.0,Kolkata,3744.1,Unhealthy,High Risk,17
2025-12-18 18:00:00,112.2,108.7,1172.0,53.5,53.0,37.2,0.0,Kolkata,3745.8999999999996,Unhealthy,High Risk,18
2025-12-18 19:00:00,104.8,101.5,1122.0,47.3,53.0,33.3,0.0,Kolkata,3547.3,Unhealthy,High Risk,19
2025-12-18 20:00:00,98.0,94.8,1035.0,39.6,55.0,28.3,0.0,Kolkata,3274.6,Moderate,High Risk,20
2025-12-18 21:00:00,93.8,90.6,984.0,33.8,55.0,24.4,0.0,Kolkata,3100.2,Moderate,High Risk,21
2025-12-18 22:00:00,92.0,88.7,999.0,31.4,51.0,22.3,0.0,Kolkata,3085.3,Moderate,High Risk,22
2025-12-18 23:00:00,92.2,88.9,1052.0,30.8,46.0,21.1,0.0,Kolkata,3170.7,Moderate,High Risk,23
2025-12-19 00:00:00,94.1,90.6,1129.0,30.2,48.0,20.6,0.0,Kolkata,3340.5,Moderate,High Risk,0
2025-12-19 01:00:00,103.8,99.7,1284.0,29.4,60.0,21.1,0.1,Kolkata,3759.9,Moderate,High Risk,1
2025-12-19 02:00:00,107.1,103.1,1464.0,28.6,78.0,22.2,0.6,Kolkata,4202.0,Unhealthy,High Risk,2
2025-12-19 03:00:00,93.8,91.5,1501.0,26.0,101.0,22.3,1.75,Kolkata,4237.1,Moderate,High Risk,3
2025-12-19 04:00:00,78.2,76.4,1259.0,19.7,132.0,20.5,3.2,Kolkata,3691.4,Moderate,High Risk,4
2025-12-19 05:00:00,56.9,55.2,875.0,11.5,167.0,17.7,4.4,Kolkata,2814.5,Moderate,High Risk,5
2025-12-19 06:00:00,37.4,35.7,587.0,5.5,192.0,15.4,4.75,Kolkata,2124.3,Good,High Risk,6
2025-12-19 07:00:00,31.8,30.0,492.0,2.4,202.0,13.7,4.1,Kolkata,1899.8,Good,High Risk,7
2025-12-19 08:00:00,31.0,29.2,493.0,1.5,201.0,12.6,2.85,Kolkata,1884.4,Good,High Risk,8
2025-12-19 09:00:00,31.2,29.4,543.0,4.1,194.0,12.9,1.45,Kolkata,1976.6,Good,High Risk,9
2025-12-19 10:00:00,31.8,30.0,655.0,12.1,178.0,15.3,0.45,Kolkata,2199.0,Good,High Risk,10
2025-12-19 11:00:00,42.8,41.2,815.0,23.7,156.0,19.2,0.05,Kolkata,2604.0,Good,High Risk,11
2025-12-19 12:00:00,70.8,69.4,935.0,34.8,132.0,24.0,0.0,Kolkata,3060.6,Moderate,High Risk,12
2025-12-19 13:00:00,98.5,96.9,957.0,45.0,107.0,30.6,0.0,Kolkata,3317.4,Moderate,High Risk,13
2025-12-19 14:00:00,122.5,120.6,939.0,54.7,81.0,38.0,0.0,Kolkata,3462.3,Unhealthy,High Risk,14
2025-12-19 15:00:00,136.9,133.2,960.0,61.0,60.0,42.9,0.0,Kolkata,3592.3,Unhealthy,High Risk,15
2025-12-19 16:00:00,142.0,136.9,1082.0,61.5,46.0,43.1,0.0,Kolkata,3830.9,Unhealthy,High Risk,16
2025-12-19 17:00:00,143.9,138.8,1244.0,58.5,36.0,40.8,0.0,Kolkata,4118.9,Unhealthy,High Risk,17
2025-12-19 18:00:00,145.3,139.7,1339.0,56.4,28.0,39.1,0.0,Kolkata,4278.4,Unhealthy,High Risk,18
2025-12-19 19:00:00,149.0,143.0,1309.0,56.6,22.0,39.4,0.0,Kolkata,4230.0,Unhealthy,High Risk,19
2025-12-19 20:00:00,156.0,149.5,1212.0,57.5,18.0,40.4,0.0,Kolkata,4085.1,Unhealthy,High Risk,20
2025-12-19 21:00:00,163.9,157.4,1120.0,58.9,15.0,41.3,0.0,Kolkata,3964.5,Unhealthy,High Risk,21
2025-12-19 22:00:00,169.0,162.5,1045.0,62.1,8.0,42.3,0.0,Kolkata,3851.1000000000004,Unhealthy,High Risk,22
2025-12-19 23:00:00,169.5,163.0,975.0,65.8,1.0,43.2,0.0,Kolkata,3712.5,Unhealthy,High Risk,23
2025-12-20 00:00:00,167.2,160.7,943.0,65.5,6.0,42.7,0.0,Kolkata,3641.8999999999996,Unhealthy,High Risk,0
2025-12-20 01:00:00,172.3,166.2,1001.0,58.6,30.0,40.3,0.05,Kolkata,3835.5,Unhealthy,High Risk,1
2025-12-20 02:00:00,169.0,163.9,1097.0,47.8,66.0,36.5,0.6,Kolkata,4055.7,Unhealthy,High Risk,2
2025-12-20 03:00:00,119.7,115.7,1110.0,36.7,102.0,32.0,1.65,Kolkata,3738.4,Unhealthy,High Risk,3
2025-12-20 04:00:00,82.7,81.0,954.0,25.1,137.0,26.0,3.1,Kolkata,3176.5,Moderate,High Risk,4
2025-12-20 05:00:00,56.7,55.1,715.0,13.2,173.0,19.2,4.2,Kolkata,2524.2,Moderate,High Risk,5
2025-12-20 06:00:00,38.8,36.9,534.0,4.7,197.0,14.2,4.3,Kolkata,2035.5,Good,High Risk,6
2025-12-20 07:00:00,35.5,33.8,458.0,1.2,206.0,11.9,3.75,Kolkata,1861.9,Good,High Risk,7
2025-12-20 08:00:00,34.7,32.8,440.0,1.2,204.0,11.3,2.7,Kolkata,1810.1,Good,High Risk,8
2025-12-20 09:00:00,34.8,32.9,479.0,4.1,195.0,11.9,1.4,Kolkata,1875.9,Good,High Risk,9
2025-12-20 10:00:00,35.0,33.3,609.0,11.0,177.0,13.7,0.45,Kolkata,2119.3,Good,High Risk,10
2025-12-20 11:00:00,44.9,43.7,796.0,20.9,151.0,16.8,0.05,Kolkata,2549.0,Good,High Risk,11
2025-12-20 12:00:00,62.2,61.0,935.0,29.6,127.0,20.2,0.0,Kolkata,2941.8,Moderate,High Risk,12
2025-12-20 13:00:00,80.1,78.9,981.0,36.4,107.0,24.6,0.0,Kolkata,3161.8,Moderate,High Risk,13
2025-12-20 14:00:00,95.5,94.1,979.0,42.0,90.0,29.5,0.0,Kolkata,3271.0,Moderate,High Risk,14
2025-12-20 15:00:00,103.8,102.4,961.0,45.3,76.0,32.4,0.0,Kolkata,3284.2,Unhealthy,High Risk,15
2025-12-20 16:00:00,108.7,107.3,930.0,45.1,68.0,32.0,0.0,Kolkata,3235.0,Unhealthy,High Risk,16
2025-12-20 17:00:00,111.5,110.1,884.0,42.6,63.0,29.6,0.0,Kolkata,3130.8,Unhealthy,High Risk,17
2025-12-20 18:00:00,111.1,109.7,843.0,39.3,60.0,26.9,0.0,Kolkata,3012.6,Unhealthy,High Risk,18
2025-12-20 19:00:00,109.2,107.8,815.0,35.3,58.0,24.2,0.0,Kolkata,2908.6,Unhealthy,High Risk,19
2025-12-20 20:00:00,103.6,102.4,792.0,30.7,57.0,21.3,0.0,Kolkata,2785.8,Unhealthy,High Risk,20
2025-12-20 21:00:00,96.6,95.5,779.0,26.8,56.0,19.0,0.0,Kolkata,2676.5,Moderate,High Risk,21
2025-12-20 22:00:00,91.5,90.3,780.0,24.4,54.0,17.5,0.0,Kolkata,2615.6,Moderate,High Risk,22
2025-12-20 23:00:00,88.9,87.5,789.0,22.7,53.0,16.6,0.0,Kolkata,2598.4,Moderate,High Risk,23
2025-12-21 00:00:00,89.9,88.5,813.5,21.7,56.0,16.4,0.0,Kolkata,2659.6,Moderate,High Risk,0
2025-12-21 01:00:00,97.8,96.4,848.5,22.0,66.0,17.5,0.05,Kolkata,2828.4,Moderate,High Risk,1
2025-12-21 02:00:00,101.7,100.6,913.0,22.9,81.0,19.2,0.6,Kolkata,3045.5,Unhealthy,High Risk,2
2025-12-21 03:00:00,91.5,90.3,942.0,21.9,100.0,19.8,1.7,Kolkata,3076.8,Moderate,High Risk,3
2025-12-21 04:00:00,77.3,75.9,808.0,16.8,129.0,18.0,3.15,Kolkata,2753.6,Moderate,High Risk,4
2025-12-21 05:00:00,55.4,53.8,614.0,9.9,162.0,15.0,4.35,Kolkata,2248.8,Moderate,High Risk,5
2025-12-21 06:00:00,38.8,37.1,466.0,4.7,187.0,12.7,4.75,Kolkata,1864.5,Good,High Risk,6
